job_id,industry_id
3831232772,15
3831232772,12
3831232774,75
3831232786,75
3831232787,15
3831232787,12
3831232792,15
3831232792,12
3831232794,104
3831232800,75
3831232804,27
3831232818,27
3831232822,48
3831232830,116
3831232831,4
3831232832,4
3831232833,4
3831232836,4
3831232837,4
3831232840,4
3831232841,4
3831232843,4
3831232844,4
3831232845,4
3831232847,4
3831232849,4
3831232851,4
3831232858,4
3831232865,70
3831232865,15
3831232865,14
3831232958,34
3831233333,92
3831233369,1
3831233396,49
3831233401,3231
3831233420,124
3831233420,14
3831233420,13
3831233485,104
3831233486,104
3831233491,1810
3831233492,1810
3831233493,1810
3831233494,1810
3831233495,27
3831233496,27
3831233523,135
3831233524,135
3831233525,135
3831233527,135
3831233538,104
3831233540,104
3831233578,15
3831233578,12
3831233579,15
3831233579,12
3831233603,3102
3831233651,48
3831233665,4
3831233666,4
3831233667,4
3831233669,4
3831233676,4
3831233796,116
3831233796,96
3831233858,104
3831233859,104
3831233860,104
3831233861,104
3831233965,43
3831233965,41
3831233965,31
3831233975,43
3831233975,41
3831233975,31
3831233983,27
3831234147,2353
3831234176,135
3831234241,125
3831234312,104
3831234313,1810
3831234314,1810
3831234315,1810
3831234316,1810
3831234317,1810
3831234318,1810
3831234319,1810
3831234320,1810
3831234321,23
3831234323,27
3831234324,27
3831234325,27
3831234327,27
3831234349,135
3831234350,135
3831234351,135
3831234352,135
3831234354,135
3831234355,135
3831234356,135
3831234357,135
3831234359,135
3831234361,135
3831234368,1810
3831234371,42
3831234373,104
3831234376,104
3831234377,104
3831234430,15
3831234430,12
3831234444,15
3831234444,12
3831234461,31
3831234461,6
3831234461,30
3831234463,15
3831234463,12
3831234480,15
3831234480,12
3831234495,15
3831234495,12
3831234516,15
3831234516,12
3831234519,4
3831234521,4
3831234522,4
3831234523,4
3831234524,4
3831234526,4
3831234527,4
3831234528,4
3831234530,4
3831234532,4
3831234544,4
3831234547,70
3831234547,15
3831234547,14
3831234735,62
3831234737,104
3831234738,104
3831234739,104
3831234742,104
3831234836,43
3831234836,41
3831234836,31
3831234837,43
3831234837,41
3831234837,31
3831234838,43
3831234838,41
3831234838,31
3831235015,53
3831235025,135
3831235026,135
3831235027,135
3831235028,135
3831235033,135
3831235036,135
3831235039,135
3831235040,135
3831235042,135
3831235047,104
3831235051,104
3831235102,15
3831235102,12
3831235109,15
3831235109,12
3831235120,15
3831235120,12
3831235132,17
3831235132,14
3831235153,15
3831235153,12
3831235169,48
3831235182,4
3831235184,4
3831235185,4
3831235186,4
3831235187,4
3831235188,4
3831235189,4
3831235199,4
3831235201,4
3831235374,104
3831235375,104
3831235376,104
3831235377,104
3831235378,104
3831235461,104
3831235475,104
3831235478,104
3831235487,104
3831235489,104
3831235520,27
3831235715,8
3831235721,19
3831235745,91
3831235749,19
3831235749,27
3831235749,1285
3831235833,27
3831235853,41
3831235858,27
3831235878,9
3831235879,9
3831235882,44
3831235883,44
3831235899,14
3831235901,100
3831235926,52
3831235927,1
3831235999,96
3831236025,15
3831236025,12
3831236027,15
3831236027,12
3831236037,27
3831236050,15
3831236050,12
3831236058,15
3831236058,12
3831236060,15
3831236060,12
3831236070,27
3831236083,4
3831236084,4
3831236085,4
3831236086,4
3831236088,4
3831236089,4
3831236090,4
3831236091,4
3831236092,4
3831236096,4
3831236097,4
3831236098,4
3831236101,4
3831236105,4
3831236106,4
3831236109,4
3831236118,4
3831236119,4
3831236217,15
3831236306,104
3831236379,104
3831236382,104
3831236385,104
3831236386,104
3831236388,104
3831236397,43
3831236397,41
3831236397,31
3831236629,14
3831236629,42
3831236634,8
3831236636,139
3831236637,139
3831236650,19
3831236650,27
3831236650,1285
3831236776,9
3831236777,27
3831236788,14
3831236789,14
3831236790,14
3831236791,14
3831236794,14
3831236795,100
3831236796,4
3831236801,52
3831236803,52
3831236807,1
3831236808,52
3831236811,52
3831236841,27
3831236894,41
3831236906,14
3831236911,14
3831236919,25
3831237017,57
3831237020,100
3831237021,57
3831237031,4
3831237033,4
3831237034,4
3831237037,4
3831237040,4
3831237041,4
3831237042,4
3831237043,4
3831237044,4
3831237046,4
3831237047,4
3831237049,4
3831237050,4
3831237059,4
3831237061,4
3831237203,104
3831237204,104
3831237205,104
3831237297,104
3831237307,43
3831237307,41
3831237307,31
3831237331,32
3831237331,30
3831237331,31
3831237520,27
3831237698,14
3831237700,27
3831237702,27
3831237703,104
3831237704,100
3831237710,27
3831237715,52
3831237717,1
3831237718,1
3831237745,27
3831237821,14
3831237824,100
3831237824,96
3831237824,104
3831237825,100
3831237825,96
3831237825,104
3831238004,48
3831238014,4
3831238016,4
3831238017,4
3831238018,4
3831238020,4
3831238021,4
3831238022,4
3831238023,4
3831238025,4
3831238027,4
3831238029,4
3831238033,4
3831238034,4
3831238042,4
3831238044,4
3831238106,34
3831238106,145
3831238106,146
3831238113,15
3831238113,12
3831238228,104
3831238229,104
3831238315,104
3831238324,104
3831238336,43
3831238336,41
3831238336,31
3831238337,43
3831238337,41
3831238337,31
3831238523,34
3831238559,139
3831238560,139
3831238574,139
3831238584,55
3831238672,53
3831238672,116
3831238672,93
3831238674,27
3831238701,68
3831238706,116
3831238725,14
3831238728,14
3831238730,14
3831238739,104
3831238775,14
3831238922,70
3831239137,68
3831239183,104
3831239186,104
3831239187,104
3831239236,104
3831239247,104
3831239248,104
3831239257,104
3831239283,32
3831239283,30
3831239283,31
3831239287,32
3831239287,30
3831239287,31
3831239488,57
3831239488,54
3831239488,383
3831239583,3
3831239583,112
3831239583,24
3831239603,48
3831239636,14
3831239638,14
3831239639,14
3831239641,14
3831239651,31
3831239659,14
3831239662,52
3831239776,14
3831239998,15
3831240037,104
3831240131,104
3831240154,43
3831240154,41
3831240154,31
3831240391,139
3831240542,68
3831240562,118
3831240562,4
3831240562,96
3831240567,104
3831240569,104
3831240570,100
3831240670,67
3831240870,14
3831240871,14
3831240925,96
3831241198,4
3831241199,4
3831241200,139
3831241201,4
3831241318,1285
3831241318,19
3831241318,27
3831241331,9
3831241353,14
3831241354,14
3831241355,14
3831241356,14
3831241357,14
3831241358,14
3831241378,1
3831241379,1
3831241489,14
3831241495,8
3831241748,96
3831241776,48
3831241881,14
3831241890,14
3831242057,4
3831242177,27
3831242178,27
3831242228,27
3831242229,14
3831242233,14
3831242234,14
3831242240,14
3831242254,52
3831242258,1
3831242326,43
3831242326,1594
3831242326,1720
3831242340,67
3831242358,25
3831242362,25
3831242373,96
3831242400,4
3831242544,130
3831242605,15
3831242610,15
3831242619,96
3831242634,146
3831242634,83
3831242682,75
3831242684,48
3831242693,27
3831242699,69
3831242699,132
3831242702,146
3831242702,83
3831242796,14
3831242834,28
3831242918,4
3831242918,96
3831242918,6
3831242919,4
3831242919,96
3831242919,6
3831242927,4
3831242927,96
3831242927,6
3831242928,4
3831242928,96
3831242928,6
3831242931,4
3831242931,96
3831242931,6
3831242932,4
3831242932,96
3831242932,6
3831242940,4
3831242940,96
3831242940,6
3831243015,14
3831243249,15
3831243312,48
3831243562,4
3831243562,96
3831243562,6
3831243569,4
3831243569,96
3831243569,6
3831243572,4
3831243572,96
3831243572,6
3831243574,4
3831243574,96
3831243574,6
3831243576,4
3831243576,96
3831243576,6
3831243578,4
3831243578,96
3831243578,6
3831243581,4
3831243581,96
3831243581,6
3831243582,4
3831243582,96
3831243582,6
3831243583,4
3831243583,96
3831243583,6
3831243584,4
3831243584,96
3831243584,6
3831243585,4
3831243585,96
3831243585,6
3831243591,96
3831243667,80
3831243667,1285
3831243667,96
3831243688,92
3831243756,6
3831243756,96
3831244067,43
3831244127,43
3831244139,14
3831244165,75
3831244171,48
3831244184,27
3831244185,27
3831244194,31
3831244208,8
3831244303,4
3831244303,96
3831244394,96
3831244417,4
3831244417,96
3831244417,6
3831244427,4
3831244427,96
3831244427,6
3831244429,4
3831244429,96
3831244429,6
3831244433,4
3831244433,96
3831244433,6
3831244435,4
3831244435,96
3831244435,6
3831244436,4
3831244436,96
3831244436,6
3831244437,4
3831244437,96
3831244437,6
3831244438,4
3831244438,96
3831244438,6
3831244440,4
3831244440,96
3831244440,6
3831244575,46
3831244575,43
3831244575,41
3831244682,41
3831244897,84
3831244897,1594
3831244965,43
3831244965,129
3831244998,48
3831244998,86
3831244998,42
3831245094,70
3831245137,4
3831245139,96
3831245185,27
3831245193,96
3831245261,14
3831245262,14
3831245419,4
3831245419,96
3831245419,6
3831245420,4
3831245420,96
3831245420,6
3831245421,4
3831245421,96
3831245421,6
3831245424,4
3831245424,96
3831245424,6
3831245427,4
3831245427,96
3831245427,6
3831245428,4
3831245428,96
3831245428,6
3831245431,4
3831245431,96
3831245431,6
3831245435,4
3831245435,96
3831245435,6
3831245523,6
3831245523,96
3831245562,80
3831245562,1285
3831245562,96
3831245590,6
3831245590,96
3831245834,124
3831245863,4
3831245934,136
3831245934,4
3831245967,104
3831245967,47
3831245967,43
3831245974,57
3831246040,60
3831246098,43
3831246140,75
3831246141,75
3831246167,69
3831246167,132
3831246235,146
3831246235,83
3831246252,11
3831246390,4
3831246390,96
3831246390,6
3831246392,4
3831246392,96
3831246392,6
3831246396,4
3831246396,96
3831246396,6
3831246399,4
3831246399,96
3831246399,6
3831246400,4
3831246400,96
3831246400,6
3831246401,4
3831246401,96
3831246401,6
3831246404,4
3831246404,96
3831246404,6
3831246411,4
3831246411,96
3831246411,6
3831246450,6
3831246450,96
3831246501,10
3831246501,25
3831246501,17
3831246534,6
3831246534,96
3831246563,80
3831246563,1285
3831246563,96
3831246590,6
3831246590,84
3831246703,6
3831246703,84
3831246776,6
3831246776,84
3831246888,96
3831247001,15
3831247017,70
3831247018,43
3831247022,43
3831247028,43
3831247056,75
3831247059,48
3831247109,84
3831247109,35
3831247176,14
3831247197,98
3831247207,96
3831247240,10
3831247247,55
3831247301,14
3831247337,4
3831247337,96
3831247337,6
3831247340,4
3831247340,96
3831247340,6
3831247342,4
3831247342,96
3831247342,6
3831247347,4
3831247347,96
3831247347,6
3831247352,4
3831247352,96
3831247352,6
3831247354,4
3831247354,96
3831247354,6
3831247355,4
3831247355,96
3831247355,6
3831247356,4
3831247356,96
3831247356,6
3831247362,4
3831247362,96
3831247362,6
3831247366,4
3831247366,96
3831247366,6
3831247451,104
3831247518,80
3831247518,1285
3831247518,96
3831247523,4
3831247523,96
3831247525,80
3831247525,1285
3831247525,96
3831247567,46
3831247567,43
3831247567,41
3831247895,84
3831247948,43
3831247948,129
3831247991,96
3831248019,1855
3831248019,4
3831248019,1594
3831248092,55
3831248166,4
3831248166,96
3831248166,6
3831248170,4
3831248170,96
3831248170,6
3831248178,4
3831248178,96
3831248178,6
3831248179,4
3831248179,96
3831248179,6
3831248180,4
3831248180,96
3831248180,6
3831248185,4
3831248185,96
3831248185,6
3831248188,4
3831248188,96
3831248188,6
3831248190,4
3831248190,96
3831248190,6
3831248191,4
3831248191,96
3831248191,6
3831248192,4
3831248192,96
3831248192,6
3831248193,4
3831248193,96
3831248193,6
3831248194,4
3831248194,96
3831248194,6
3831248196,4
3831248196,96
3831248196,6
3831248343,80
3831248343,1285
3831248343,96
3831248345,46
3831248345,45
3831248345,43
3831248355,6
3831248355,96
3831248366,43
3831248366,46
3831248366,41
3831248374,105
3831248892,96
3831248964,1309
3831248964,45
3831248964,11
3831249000,6
3831249000,96
3831249015,4
3831249015,96
3831249015,6
3831249027,4
3831249027,96
3831249027,6
3831249035,4
3831249035,96
3831249035,6
3831249037,4
3831249037,96
3831249037,6
3831249038,4
3831249038,96
3831249038,6
3831249039,4
3831249039,96
3831249039,6
3831249041,4
3831249041,96
3831249041,6
3831249058,96
3831249113,104
3831249114,104
3831249121,4
3831249121,84
3831249184,43
3831249184,46
3831249184,41
3831249392,46
3831249392,43
3831249392,41
3831249561,104
3831249761,4
3831249761,1594
3831249842,53
3831250024,92
3831250032,80
3831250032,1285
3831250032,96
3831250149,96
3831250653,96
3831250653,135
3831250671,14
3831250671,2358
3831250889,14
3831250996,11
3831251098,43
3831251098,129
3831251113,43
3831251113,129
3831251119,43
3831251119,129
3831251119,45
3831251231,14
3831251231,2358
3831251617,11
3831252156,62
3831252160,104
3831252160,116
3831252181,1481
3831252181,116
3831252181,4
3831252447,11
3831253375,14
3831253978,112
3831254102,14
3831254160,104
3831254454,11
3831256253,11
3831256913,41
3831256913,43
3831256913,42
3831257191,18
3831257336,14
3831257675,50
3831257726,91
3831257726,18
3831257726,27
3831257727,91
3831257727,18
3831257727,27
3831257834,8
3831257866,43
3831257941,135
3831257943,135
3831257944,135
3831257945,135
3831257947,135
3831257948,135
3831257964,94
3831257964,52
3831257973,25
3831257982,104
3831257983,14
3831258245,14
3831258246,2353
3831258605,91
3831258605,18
3831258605,27
3831258606,91
3831258606,18
3831258606,27
3831258607,91
3831258607,18
3831258607,27
3831258608,91
3831258608,18
3831258608,27
3831258675,8
3831258689,96
3831258706,68
3831258731,17
3831258767,27
3831258768,27
3831258818,135
3831258819,135
3831258820,135
3831258821,135
3831258823,135
3831258850,104
3831258851,104
3831258852,104
3831258853,104
3831258855,104
3831258859,104
3831259211,91
3831259211,18
3831259211,27
3831259212,91
3831259212,18
3831259212,27
3831259213,91
3831259213,18
3831259213,27
3831259214,125
3831259389,27
3831259419,137
3831259428,135
3831259429,135
3831259431,135
3831259432,135
3831259433,135
3831259434,135
3831259435,135
3831259450,94
3831259450,52
3831259451,94
3831259451,52
3831259470,14
3831259471,104
3831259749,13
3831259749,14
3831259749,124
3831259752,13
3831259752,14
3831259752,124
3831259753,8
3831259754,13
3831259754,14
3831259754,124
3831259755,8
3831259758,150
3831259760,8
3831259762,42
3831259779,12
3831259779,14
3831259779,17
3831259785,68
3831259792,43
3831259831,25
3831259831,27
3831259831,20
3831259833,25
3831259833,27
3831259833,20
3831259834,25
3831259834,27
3831259834,20
3831259835,25
3831259835,27
3831259835,20
3831259836,25
3831259836,27
3831259836,20
3831259861,27
3831259861,19
3831259879,47
3831259879,96
3831259879,11
3831259881,47
3831259881,96
3831259881,11
3831259890,47
3831259890,96
3831259890,11
3831259894,47
3831259894,96
3831259894,11
3831259902,10
3831259927,48
3831259928,27
3831259928,19
3831259941,4
3831260061,147
3831260062,14
3831260101,14
3831260103,91
3831260103,18
3831260103,27
3831260131,24
3831260202,96
3831260275,47
3831260284,27
3831260285,27
3831260331,135
3831260332,135
3831260335,31
3831260338,135
3831260339,135
3831260340,135
3831260343,135
3831260373,104
3831260375,104
3831260379,104
3831260382,104
3831260383,104
3831260387,104
3831260388,86
3831260645,27
3831260652,54
3831260657,13
3831260657,14
3831260657,124
3831260658,13
3831260658,14
3831260658,124
3831260659,8
3831260661,54
3831260661,57
3831260685,116
3831260687,14
3831260688,14
3831260722,25
3831260722,27
3831260722,20
3831260724,25
3831260724,27
3831260724,20
3831260727,25
3831260727,27
3831260727,20
3831260749,146
3831260754,27
3831260754,19
3831260769,47
3831260769,96
3831260769,11
3831260770,47
3831260770,96
3831260770,11
3831260771,47
3831260771,96
3831260771,11
3831260772,47
3831260772,96
3831260772,11
3831260773,47
3831260773,96
3831260773,11
3831260775,47
3831260775,96
3831260775,11
3831260779,47
3831260779,96
3831260779,11
3831260784,47
3831260784,96
3831260784,11
3831260786,47
3831260786,96
3831260786,11
3831260789,47
3831260789,96
3831260789,11
3831260798,87
3831260800,95
3831260809,47
3831260809,96
3831260809,11
3831260833,96
3831260861,4
3831260931,92
3831260932,27
3831260933,27
3831260934,27
3831260935,27
3831260936,27
3831260937,27
3831260938,27
3831260939,27
3831260940,27
3831260941,27
3831260947,3241
3831260959,43
3831260962,27
3831260963,27
3831260964,27
3831260965,116
3831260979,14
3831260982,14
3831261090,91
3831261090,18
3831261090,27
3831261091,91
3831261091,18
3831261091,27
3831261092,91
3831261092,18
3831261092,27
3831261093,91
3831261093,18
3831261093,27
3831261094,91
3831261094,18
3831261094,27
3831261096,125
3831261124,41
3831261124,43
3831261124,42
3831261142,8
3831261230,48
3831261235,48
3831261252,27
3831261253,27
3831261303,135
3831261304,135
3831261305,135
3831261306,135
3831261307,135
3831261308,135
3831261314,135
3831261315,135
3831261316,135
3831261331,94
3831261331,52
3831261342,104
3831261343,104
3831261346,14
3831261351,86
3831261620,27
3831261621,43
3831261632,8
3831261633,13
3831261633,14
3831261633,124
3831261634,8
3831261635,8
3831261637,8
3831261643,42
3831261682,55
3831261703,25
3831261703,27
3831261703,20
3831261705,25
3831261705,27
3831261705,20
3831261706,25
3831261706,27
3831261706,20
3831261715,25
3831261725,104
3831261726,104
3831261746,47
3831261746,96
3831261746,11
3831261747,47
3831261747,96
3831261747,11
3831261748,47
3831261748,96
3831261748,11
3831261749,47
3831261749,96
3831261749,11
3831261751,47
3831261751,96
3831261751,11
3831261812,47
3831261812,96
3831261812,11
3831261823,27
3831261823,19
3831261828,4
3831261829,48
3831261838,4
3831261845,47
3831261845,96
3831261845,11
3831261906,27
3831261907,27
3831261908,27
3831261909,27
3831261910,27
3831261912,27
3831261913,27
3831261914,27
3831261915,27
3831261919,27
3831261925,27
3831261932,27
3831261934,27
3831261935,27
3831262079,77
3831262141,41
3831262141,43
3831262141,42
3831262233,15
3831262262,27
3831262299,135
3831262300,135
3831262306,135
3831262307,135
3831262311,135
3831262312,135
3831262335,104
3831262338,104
3831262339,104
3831262340,86
3831262646,27
3831262647,27
3831262650,27
3831262660,13
3831262660,14
3831262660,124
3831262661,13
3831262661,14
3831262661,124
3831262666,8
3831262685,43
3831262687,1
3831262724,25
3831262724,27
3831262724,20
3831262725,25
3831262725,27
3831262725,20
3831262734,104
3831262753,104
3831262754,104
3831262766,47
3831262766,96
3831262766,11
3831262770,47
3831262770,96
3831262770,11
3831262771,47
3831262771,96
3831262771,11
3831262772,47
3831262772,96
3831262772,11
3831262773,47
3831262773,96
3831262773,11
3831262777,47
3831262777,96
3831262777,11
3831262778,47
3831262778,96
3831262778,11
3831262780,47
3831262780,96
3831262780,11
3831262782,47
3831262782,96
3831262782,11
3831262788,23
3831262828,74
3831262843,4
3831262844,27
3831262844,19
3831262854,4
3831262883,4
3831262910,27
3831262911,27
3831262912,27
3831262913,27
3831262914,27
3831262915,27
3831262916,27
3831262919,27
3831262920,27
3831262925,27
3831262938,4
3831262939,27
3831262949,27
3831262962,14
3831262963,14
3831263061,91
3831263061,18
3831263061,27
3831263062,91
3831263062,18
3831263062,27
3831263063,91
3831263063,18
3831263063,27
3831263064,91
3831263064,18
3831263064,27
3831263098,31
3831263159,96
3831263201,104
3831263207,17
3831263234,27
3831263271,135
3831263272,135
3831263273,135
3831263274,135
3831263276,135
3831263288,94
3831263288,52
3831263300,31
3831263303,104
3831263310,104
3831263311,104
3831263581,27
3831263595,8
3831263596,8
3831263597,8
3831263602,8
3831263604,14
3831263609,4
3831263609,96
3831263609,80
3831263616,116
3831263620,43
3831263650,25
3831263650,27
3831263650,20
3831263651,25
3831263651,27
3831263651,20
3831263652,25
3831263652,27
3831263652,20
3831263653,25
3831263653,27
3831263653,20
3831263655,25
3831263655,27
3831263655,20
3831263656,25
3831263656,27
3831263656,20
3831263657,25
3831263657,27
3831263657,20
3831263658,25
3831263658,27
3831263658,20
3831263676,104
3831263693,47
3831263693,96
3831263693,11
3831263698,47
3831263698,96
3831263698,11
3831263699,47
3831263699,96
3831263699,11
3831263700,47
3831263700,96
3831263700,11
3831263701,47
3831263701,96
3831263701,11
3831263703,47
3831263703,96
3831263703,11
3831263708,47
3831263708,96
3831263708,11
3831263714,47
3831263714,96
3831263714,11
3831263715,47
3831263715,96
3831263715,11
3831263726,87
3831263727,87
3831263755,104
3831263794,112
3831263815,14
3831263864,27
3831263865,27
3831263866,27
3831263876,27
3831263899,14
3831264019,104
3831264020,104
3831264021,104
3831264022,104
3831264023,104
3831264056,27
3831264090,135
3831264091,135
3831264092,135
3831264101,94
3831264101,52
3831264102,94
3831264102,52
3831264114,104
3831264115,104
3831264116,14
3831264117,104
3831264119,14
3831264397,27
3831264398,27
3831264405,13
3831264405,14
3831264405,124
3831264407,13
3831264407,14
3831264407,124
3831264409,8
3831264410,8
3831264411,8
3831264412,8
3831264456,27
3831264456,25
3831264456,22
3831264463,33
3831264463,28
3831264463,31
3831264467,25
3831264467,27
3831264467,20
3831264468,25
3831264468,27
3831264468,20
3831264469,25
3831264469,27
3831264469,20
3831264472,25
3831264472,27
3831264472,20
3831264473,25
3831264473,27
3831264473,20
3831264474,25
3831264474,27
3831264474,20
3831264475,25
3831264475,27
3831264475,20
3831264476,25
3831264476,27
3831264476,20
3831264478,25
3831264478,27
3831264478,20
3831264481,25
3831264481,27
3831264481,20
3831264482,25
3831264482,27
3831264482,20
3831264483,25
3831264483,27
3831264483,20
3831264484,25
3831264484,27
3831264484,20
3831264485,25
3831264485,27
3831264485,20
3831264516,146
3831264520,17
3831264521,47
3831264521,43
3831264521,11
3831264535,47
3831264535,96
3831264535,11
3831264537,47
3831264537,96
3831264537,11
3831264538,47
3831264538,96
3831264538,11
3831264539,47
3831264539,96
3831264539,11
3831264540,47
3831264540,96
3831264540,11
3831264548,47
3831264548,96
3831264548,11
3831264549,47
3831264549,96
3831264549,11
3831264551,47
3831264551,96
3831264551,11
3831264555,47
3831264555,96
3831264555,11
3831264556,47
3831264556,96
3831264556,11
3831264579,96
3831264605,80
3831264609,4
3831264623,4
3831264640,48
3831264661,4
3831264693,27
3831264695,27
3831264698,27
3831264713,27
3831264717,27
3831264976,43
3831264977,43
3831265259,27
3831265266,13
3831265266,14
3831265266,124
3831265267,8
3831265269,13
3831265269,14
3831265269,124
3831265272,8
3831265273,13
3831265273,14
3831265273,124
3831265278,8
3831265284,3200
3831265295,43
3831265315,75
3831265338,25
3831265338,27
3831265338,20
3831265339,25
3831265339,27
3831265339,20
3831265340,25
3831265340,27
3831265340,20
3831265343,25
3831265343,27
3831265343,20
3831265345,25
3831265345,27
3831265345,20
3831265346,25
3831265346,27
3831265346,20
3831265347,25
3831265347,27
3831265347,20
3831265352,104
3831265359,1481
3831265363,104
3831265369,27
3831265369,19
3831265386,47
3831265386,96
3831265386,11
3831265387,47
3831265387,96
3831265387,11
3831265388,47
3831265388,96
3831265388,11
3831265390,47
3831265390,96
3831265390,11
3831265394,47
3831265394,96
3831265394,11
3831265397,47
3831265397,96
3831265397,11
3831265401,47
3831265401,96
3831265401,11
3831265411,87
3831265443,104
3831265449,47
3831265449,96
3831265449,11
3831265458,4
3831265475,104
3831265529,34
3831265529,25
3831265529,23
3831265568,27
3831265569,27
3831265570,27
3831265571,27
3831265572,27
3831265579,27
3831265580,27
3831265582,27
3831265583,27
3831265584,27
